MID,MutOp,ClassName,Subject,Compilable,GeneratedCode,EquiTceJavac,EquiTceSoot,EquiSuppressed,CM_MID,CoveredCM,KillDetails,KilledCM,TimeoutCM,SuppressionTag,SuppressionRuleGrp,RIP,ASH,EquiManualLabel,EquiManualTags,EquiManualBin,CoverageManual,LiveManual,EquiManualTag,EquiManualTagHR,EquiManualTagBin,EquiToolTag,EquiToolTagHR,EquiToolTagBin
5685,COR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,5689.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
5966,ROR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,5970.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
6001,STD,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,6005.0,True,,False,,,,,,NOT_EQUIV,,False,28.0,True,,,,,,
6079,ROR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,6083.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
6139,ROR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,6143.0,True,,False,,,,,,NOT_EQUIV,,False,28.0,True,,,,,,
6379,ROR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,6383.0,True,,False,,,,,,NOT_EQUIV,,False,22.0,True,,,,,,
6683,ROR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,6687.0,True,,False,,,,,,NOT_EQUIV,,False,103.0,True,,,,,,
7136,ROR,org.jfree.chart.plot.CategoryPlot,Chart-1f,True,False,False,False,False,7140.0,True,,False,,,,I,S,EQUIV,"loop-bounds-check,method-contract:return-val",True,6.0,True,loop-bounds-check,Loop Bounds Check,Loop Termination Condition,,,
8672,LVR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,8676.0,True,,False,,,,,,NOT_EQUIV,,False,16.0,True,,,,,,
8678,ROR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,8682.0,True,,False,,,,,,NOT_EQUIV,,False,16.0,True,,,,,,
8744,AOR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,8748.0,True,,False,,,,,,NOT_EQUIV,,False,16.0,True,,,,,,
8893,ROR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,8897.0,True,,False,,,,I,H,EQUIV,loop-bounds-check,True,16.0,True,loop-bounds-check,Loop Bounds Check,Loop Termination Condition,,,
9218,EVR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,9222.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
9832,STD,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,9836.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
9837,ROR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,9841.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
10332,STD,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,True,10336.0,True,,False,,EQUALS_RETURN,EqualsRef,P,A,EQUIV,micro-optimization,True,22.0,True,micro-optimization,Micro Optimization,Micro Optimization,equals-ref-equality,Equal Reference Shortcut,Equal Reference Shortcut
10893,ROR,org.jfree.chart.plot.XYPlot,Chart-1f,True,False,False,False,False,10897.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
11616,AOR,org.jfree.chart.text.TextBlock,Chart-1f,True,False,False,False,False,11620.0,True,,False,,,,,,NOT_EQUIV,,False,24.0,True,,,,,,
11677,AOR,org.jfree.chart.text.TextBlock,Chart-1f,True,False,False,False,False,11681.0,True,,False,,,,,,NOT_EQUIV,,False,69.0,True,,,,,,
12411,LVR,org.jfree.chart.plot.PlotRenderingInfo,Chart-1f,True,False,False,False,False,12415.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
12413,ROR,org.jfree.chart.plot.PlotRenderingInfo,Chart-1f,True,False,False,False,False,12417.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
12575,STD,org.jfree.chart.util.RectangleAnchor,Chart-1f,True,False,False,False,True,12579.0,True,,False,,EQUALS_RETURN,EqualsRef,P,A,EQUIV,micro-optimization,True,40.0,True,micro-optimization,Micro Optimization,Micro Optimization,equals-ref-equality,Equal Reference Shortcut,Equal Reference Shortcut
12805,LVR,org.jfree.chart.util.RectangleAnchor,Chart-1f,True,False,False,False,False,12809.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
13100,EVR,org.jfree.chart.LegendItem,Chart-1f,True,False,False,False,False,13105.0,True,,False,,,,,,NOT_EQUIV,,False,56.0,True,,,,,,
13127,ROR,org.jfree.chart.LegendItem,Chart-1f,True,False,False,False,False,13132.0,True,,False,,,,,,NOT_EQUIV,,False,5.0,True,,,,,,
13437,STD,org.jfree.chart.util.AbstractObjectList,Chart-1f,True,False,False,False,False,13442.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
13455,ROR,org.jfree.chart.util.AbstractObjectList,Chart-1f,True,False,False,False,False,13460.0,True,,False,,,,I,H,EQUIV,loop-bounds-check,True,81.0,True,loop-bounds-check,Loop Bounds Check,Loop Termination Condition,,,
14053,EVR,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14058.0,True,,False,,,,,,NOT_EQUIV,,False,24.0,True,,,,,,
14118,LVR,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14123.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
14246,AOR,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14251.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
14464,STD,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14469.0,True,,False,,,,,,NOT_EQUIV,,False,28.0,True,,,,,,
14525,AOR,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14530.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
14636,COR,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14641.0,True,,False,,,,,,NOT_EQUIV,,False,39.0,True,,,,,,
14879,ROR,org.jfree.chart.axis.CategoryAxis,Chart-1f,True,False,False,False,False,14884.0,True,,False,,,,,,NOT_EQUIV,,False,31.0,True,,,,,,
15115,ROR,org.jfree.chart.axis.Axis,Chart-1f,True,False,False,False,False,15120.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
15423,LVR,org.jfree.chart.axis.Axis,Chart-1f,True,False,False,False,False,15430.0,True,,False,,,,,,NOT_EQUIV,,False,42.0,True,,,,,,
15842,LVR,org.jfree.chart.axis.ValueAxis,Chart-1f,True,False,False,False,False,15849.0,True,,False,,,,,,NOT_EQUIV,,False,269.0,True,,,,,,
16232,AOR,org.jfree.chart.axis.ValueAxis,Chart-1f,True,False,False,False,False,16239.0,True,,False,,,,,,NOT_EQUIV,,False,17.0,True,,,,,,
16276,ROR,org.jfree.chart.axis.ValueAxis,Chart-1f,True,False,False,False,False,16283.0,True,,False,,,,,,NOT_EQUIV,,False,65.0,True,,,,,,
16279,STD,org.jfree.chart.axis.ValueAxis,Chart-1f,True,False,False,False,False,16286.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
16295,LVR,org.jfree.chart.axis.ValueAxis,Chart-1f,True,False,False,True,True,16302.0,True,,False,,DUMMY_INIT,UselessInit,P,S,EQUIV,dummy-init,True,65.0,True,dummy-init,Dummy Initialization,Dummy Initialization,dummy-init,Dummy Initialization,Dummy Initialization
17224,AOR,org.jfree.chart.plot.CategoryCrosshairState,Chart-1f,True,False,False,False,False,17231.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
17243,ROR,org.jfree.chart.plot.CategoryCrosshairState,Chart-1f,True,False,False,False,False,17250.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
17799,STD,org.jfree.chart.block.LengthConstraintType,Chart-1f,True,False,False,False,False,17808.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
18037,AOR,org.jfree.chart.axis.CategoryLabelPositions,Chart-1f,True,False,False,False,False,18046.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
18132,EVR,org.jfree.chart.axis.CategoryLabelPosition,Chart-1f,True,False,False,False,False,18141.0,True,,False,,,,,,NOT_EQUIV,,False,34.0,True,,,,,,
18136,EVR,org.jfree.chart.axis.CategoryLabelPosition,Chart-1f,True,False,False,False,False,18145.0,True,,False,,,,,,NOT_EQUIV,,False,39.0,True,,,,,,
18193,STD,org.jfree.chart.axis.CategoryLabelPosition,Chart-1f,True,False,False,False,False,18202.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
18359,ROR,org.jfree.chart.renderer.category.CategoryItemRendererState,Chart-1f,True,False,False,False,False,18368.0,True,,False,,,,,,NOT_EQUIV,,False,8.0,True,,,,,,
18378,ROR,org.jfree.chart.renderer.category.CategoryItemRendererState,Chart-1f,True,False,False,False,False,18387.0,True,,False,,,,,,NOT_EQUIV,,False,8.0,True,,,,,,
18384,ROR,org.jfree.chart.renderer.category.CategoryItemRendererState,Chart-1f,True,False,False,False,False,18393.0,True,,False,,,,,,NOT_EQUIV,,False,10.0,True,,,,,,
18696,STD,org.jfree.chart.text.TextAnchor,Chart-1f,True,False,False,False,False,18705.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
19223,AOR,org.jfree.chart.util.PaintList,Chart-1f,True,False,False,False,False,19232.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
19531,STD,org.jfree.chart.ChartPanel,Chart-1f,True,False,False,False,False,19540.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
19604,STD,org.jfree.chart.ChartPanel,Chart-1f,True,False,False,False,False,19613.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
20408,ROR,org.jfree.chart.ChartPanel,Chart-1f,True,False,False,False,False,20417.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
20951,COR,org.jfree.chart.panel.ZoomHandler,Chart-1f,True,False,False,False,False,20960.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
21032,COR,org.jfree.chart.panel.ZoomHandler,Chart-1f,True,False,False,False,False,21041.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
21178,LVR,org.jfree.chart.ChartTransferable,Chart-1f,True,False,False,False,False,21187.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
21309,LVR,org.jfree.chart.ChartUtilities,Chart-1f,True,False,False,False,False,21318.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
22233,STD,org.jfree.chart.StandardChartTheme,Chart-1f,True,False,False,False,False,22242.0,True,,False,,,,,,NOT_EQUIV,,False,52.0,True,,,,,,
22732,STD,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,22741.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
22843,ROR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,22852.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
23249,AOR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,True,True,True,23258.0,False,,False,,DEADCODE_IF_TRUE_FALSE,Unreachable,R,A,EQUIV,if-false,True,0.0,True,if-false,If False/True,Dead Code,if-false,If False/True,Dead Code
23506,ROR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,23515.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
23551,ROR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,23560.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
23722,COR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,23731.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
24022,AOR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,24031.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
24451,STD,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,24460.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
24618,AOR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,24627.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
24795,LVR,org.jfree.chart.plot.PiePlot,Chart-1f,True,False,False,False,False,24804.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
25563,ROR,org.jfree.chart.plot.FastScatterPlot,Chart-1f,True,False,False,False,False,25572.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
25938,ROR,org.jfree.chart.plot.FastScatterPlot,Chart-1f,True,False,False,False,False,25947.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
26711,COR,org.jfree.chart.plot.SpiderWebPlot,Chart-1f,True,False,False,False,False,26720.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
26768,STD,org.jfree.chart.plot.SpiderWebPlot,Chart-1f,True,False,False,False,False,26777.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
26788,LVR,org.jfree.chart.plot.SpiderWebPlot,Chart-1f,True,False,False,False,False,26797.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
27013,AOR,org.jfree.chart.plot.SpiderWebPlot,Chart-1f,True,False,False,False,False,27022.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
27068,LVR,org.jfree.chart.plot.SpiderWebPlot,Chart-1f,True,False,False,False,False,27077.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
27637,COR,org.jfree.chart.plot.MeterPlot,Chart-1f,True,False,False,False,False,27646.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
28062,AOR,org.jfree.chart.plot.MeterPlot,Chart-1f,True,False,False,False,False,28072.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
28336,AOR,org.jfree.chart.plot.MeterPlot,Chart-1f,True,False,False,False,False,28346.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
28778,LVR,org.jfree.chart.plot.ThermometerPlot,Chart-1f,True,False,False,False,False,28789.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
29370,ROR,org.jfree.chart.plot.ThermometerPlot,Chart-1f,True,False,False,False,False,29381.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
30138,AOR,org.jfree.chart.axis.SymbolAxis,Chart-1f,True,False,False,False,False,30149.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
30175,AOR,org.jfree.chart.axis.SymbolAxis,Chart-1f,True,False,False,False,False,30186.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
30236,ROR,org.jfree.chart.axis.SymbolAxis,Chart-1f,True,False,False,False,False,30247.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
30503,COR,org.jfree.chart.axis.SymbolAxis,Chart-1f,True,False,False,False,False,30515.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
30543,LVR,org.jfree.chart.axis.SymbolAxis,Chart-1f,True,False,False,False,False,30556.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
30717,ROR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,30731.0,True,,False,,,,,,NOT_EQUIV,,False,199.0,True,,,,,,
31390,LVR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,31404.0,True,,False,,,,,,NOT_EQUIV,,False,228.0,True,,,,,,
32014,COR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32028.0,True,,False,,,,,,NOT_EQUIV,,False,27.0,True,,,,,,
32158,ROR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32175.0,True,,False,,,,,,NOT_EQUIV,,False,27.0,True,,,,,,
32180,COR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32197.0,True,,False,,,,,,NOT_EQUIV,,False,27.0,True,,,,,,
32278,ROR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32296.0,True,,False,,,,,,NOT_EQUIV,,False,60.0,True,,,,,,
32338,ROR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32357.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
32365,STD,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32384.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
32401,AOR,org.jfree.chart.axis.NumberAxis,Chart-1f,True,False,False,False,False,32420.0,True,,False,,,,,,NOT_EQUIV,,False,59.0,True,,,,,,
32870,AOR,org.jfree.chart.axis.PeriodAxis,Chart-1f,True,False,False,False,False,32891.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
33250,EVR,org.jfree.chart.axis.PeriodAxis,Chart-1f,True,False,False,False,False,33271.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
33933,STD,org.jfree.chart.renderer.AbstractRenderer,Chart-1f,True,False,False,False,False,33954.0,True,,False,,,,,,NOT_EQUIV,,False,199.0,True,,,,,,
34073,ROR,org.jfree.chart.renderer.AbstractRenderer,Chart-1f,True,False,False,False,False,34094.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
34151,AOR,org.jfree.chart.renderer.AbstractRenderer,Chart-1f,True,False,False,False,False,34172.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
34303,LVR,org.jfree.chart.renderer.AbstractRenderer,Chart-1f,True,False,False,False,False,34324.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
34372,AOR,org.jfree.chart.renderer.AbstractRenderer,Chart-1f,True,False,False,False,False,34393.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
34390,AOR,org.jfree.chart.renderer.AbstractRenderer,Chart-1f,True,False,False,False,False,34411.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
34981,ROR,org.jfree.chart.renderer.category.BarRenderer,Chart-1f,True,False,False,False,False,35002.0,True,,False,,,,,,NOT_EQUIV,,False,8.0,True,,,,,,
34985,ROR,org.jfree.chart.renderer.category.BarRenderer,Chart-1f,True,False,False,False,False,35006.0,True,,False,,,,,,NOT_EQUIV,,False,8.0,True,,,,,,
35122,STD,org.jfree.chart.renderer.category.BarRenderer,Chart-1f,True,False,False,False,False,35143.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
35336,AOR,org.jfree.chart.renderer.category.BarRenderer,Chart-1f,True,False,False,False,False,35357.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
35460,AOR,org.jfree.chart.renderer.category.BarRenderer,Chart-1f,True,False,False,False,False,35481.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
35538,ROR,org.jfree.chart.renderer.category.BarRenderer,Chart-1f,True,False,False,False,False,35559.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
36243,AOR,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,Chart-1f,True,False,False,False,False,36264.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
36246,ROR,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,Chart-1f,True,False,False,False,False,36267.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
36533,STD,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,Chart-1f,True,False,False,False,False,36554.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
36788,EVR,org.jfree.chart.renderer.xy.XYBarRenderer,Chart-1f,True,False,False,False,False,36809.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
36904,ROR,org.jfree.chart.renderer.xy.XYBarRenderer,Chart-1f,True,False,False,False,False,36925.0,False,,False,,,,P,S,EQUIV,"micro-optimization, class-invariant",True,0.0,True,micro-optimization,Micro Optimization,Micro Optimization,,,
37020,AOR,org.jfree.chart.renderer.xy.XYBarRenderer,Chart-1f,True,False,False,False,False,37041.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
37377,COR,org.jfree.chart.renderer.xy.XYBarRenderer,Chart-1f,True,False,False,False,False,37398.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
37379,COR,org.jfree.chart.renderer.xy.XYBarRenderer,Chart-1f,True,False,False,False,False,37400.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
37699,EVR,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,Chart-1f,True,False,False,False,False,37720.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
37848,STD,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,Chart-1f,True,False,False,False,False,37869.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
37907,AOR,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,Chart-1f,True,False,False,False,False,37928.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
37946,ROR,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,Chart-1f,True,False,False,False,False,37967.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
38142,EVR,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,Chart-1f,True,False,False,False,False,38163.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
38928,STD,org.jfree.chart.plot.PieLabelRecord,Chart-1f,True,False,False,False,False,38949.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
39282,LVR,org.jfree.chart.axis.MarkerAxisBand,Chart-1f,True,False,False,False,False,39303.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
39373,LVR,org.jfree.chart.axis.PeriodAxisLabelInfo,Chart-1f,True,False,False,False,False,39394.0,True,,False,,,,,,NOT_EQUIV,,False,10.0,True,,,,,,
39648,ROR,org.jfree.chart.text.TextBox,Chart-1f,True,False,False,False,False,39669.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
39687,LVR,org.jfree.chart.text.TextBox,Chart-1f,True,False,False,False,False,39708.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
39778,LOR,org.jfree.chart.text.TextBox,Chart-1f,True,False,False,False,False,39799.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
39821,LVR,org.jfree.chart.plot.IntervalMarker,Chart-1f,True,False,False,False,False,39842.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
39938,ROR,org.jfree.chart.annotations.AbstractXYAnnotation,Chart-1f,True,False,False,False,False,39959.0,True,,False,,,,,,NOT_EQUIV,,False,45.0,True,,,,,,
39950,LVR,org.jfree.chart.annotations.AbstractXYAnnotation,Chart-1f,True,False,False,False,False,39971.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
40066,ROR,org.jfree.chart.annotations.CategoryLineAnnotation,Chart-1f,True,False,False,False,False,40087.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
40914,AOR,org.jfree.chart.annotations.TextAnnotation,Chart-1f,True,False,False,False,False,40935.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
41343,AOR,org.jfree.chart.annotations.XYDrawableAnnotation,Chart-1f,True,False,False,False,False,41364.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
41599,ROR,org.jfree.chart.annotations.XYImageAnnotation,Chart-1f,True,False,False,False,False,41620.0,True,,False,,,,,,NOT_EQUIV,,False,3.0,True,,,,,,
42001,AOR,org.jfree.chart.annotations.XYPointerAnnotation,Chart-1f,True,False,False,False,False,42022.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
42382,COR,org.jfree.chart.annotations.XYTextAnnotation,Chart-1f,True,False,False,False,False,42403.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
42689,COR,org.jfree.chart.annotations.XYPolygonAnnotation,Chart-1f,True,False,False,False,False,42710.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
42855,LVR,org.jfree.chart.annotations.XYShapeAnnotation,Chart-1f,True,False,False,False,False,42876.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
42960,AOR,org.jfree.chart.annotations.XYShapeAnnotation,Chart-1f,True,False,False,False,False,42981.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
43048,AOR,org.jfree.chart.annotations.XYTitleAnnotation,Chart-1f,True,False,False,False,False,43069.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
